name,price
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,82.00
正版包邮 零起点Python足彩大数据与机器学习实盘分析,63.00
机械工业：|现货Python爬虫开发与项目实战 Python编程入门教程/数据采集教程/爬,73.06
面向ArcGIS的Python脚本编程 ArcGIS for Desktop专业用户Pyt,47.50
Python机器学习算法,53.80
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
python编程入门教程 教孩子编程的图书 父与子的编程之旅 与小卡特一起学Python,72.00
正版书籍 Python高性能编程 计算机类-软件开发,67.20
Selenium自动化测试 基于Python语言+Selenium自动化测试之道+Web接,172.00
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社 978711157,53.70
4925687|正版 Python程序设计 计算机科学系列 程序设计 计算机 书籍 商,75.00
正版书籍 Python程序设计;自动化技术;计算机技术;本科教材;,69.50
Python程序设计教程 林信良 清华大学出版社 9787302457862,50.20
Python数据挖掘入门与实践 [澳] Robert Layton 人民邮电出版社 978,50.20
"趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 97871153",50.20
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,69.00
Python数据科学导论,46.00
Python编程从入门到实践 python3.0基础教程 精通核心编程语言书籍 计算机程序,68.00
正版现货 Python数据挖掘：概念、方法与实践（梅甘·斯夸尔Megan Squire）,63.38
预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据转换成,63.24
正版包邮 Python数据可视化,44.00
机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程书籍,59.70
Python即学即用 张燕妮 机械工业出版社 9787111539896,42.50
正版书籍 Python自动化运维:技术与实践;自动化技术;计算机技术;计算机;,60.70
零起点Python机器学习快速入门/TopQuantCHRD前海智库,45.43
Python网络数据采集 大数据采集原理 网络爬虫测试 Python从入门到精通基础教程,50.00
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,116.73
Python新手使用Django架站的16堂课 何敏煌 计算机与互联网 书籍,66.70
从Python开始学编程,37.00
"2K 9787111351559 Python语言在Abaqus中的应用 曹金凤,王旭春,",38.40
Python密码学编程 计算机与互联网 书籍,50.30
零起点Python大数据与量化交易 何海群 9787121306594,62.40
(正版特价)预测分析建模：Python与R语言实现 计算机与互联网 书箱|229224,35.50
包邮精通Python自然语言处理+NLP汉语自然语言处理原理与实践 2本 语法语义分析,116.60
Python语言在Abaqus中的应用 计算机与互联网 书箱|5470968,38.40
像计算机科学家一样思考Python 第2版 绝技核心编程基础视频教程网络爬虫入门书籍,36.20
Python数据分析实战 python语言教程书籍 利用Python进行数据分析 pyt,91.00
Python 金融大数据分析 计算机书籍 程序设计 网络书籍金融分析 金融应用开发领域从业,89.10
Python极客项目编程 Python学习教材书籍 人民邮电出版社 python项目编程,93.84
利用python进行数据分析 python数据分析教程 数据挖掘 数据分析图书 大数据 统,91.94
正版 Python Cookbook 第3版 Python 3 爬虫 数据分析 入门实战核,108.00
Python参考手册（第4版·修订版）python学习手册核心编程 python基础教程入,82.00
Python漫游指南(影印版) Kenneth Reit 东南大学出版社,59.80
Python爬虫开发与项目实战,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南) ChunW,65.80
Python可以这样学 董付国 清华大学出版社 零基础学习python的指南 Python,76.31
正版包邮 零起点Python机器学习快速入门,38.00
Web接口开发与自动化测试――基于Python语言+全栈性能测试修炼宝典 JMeter实战,108.00
Python数据抓取技术与实战+用Python写网络爬虫 Python数据可视化分析图书籍,73.00
机器学习系统设计 Python语言实现 计算机与互联网 书籍,44.20
全栈数据之门+ Python大战机器学习：数据科学家的第一个小目标 语言编程教程书籍,110.00
3本 Python高级编程+Python基础教程第2版+Python核心编程  入门到精通,199.00
Python网络爬虫从入门到实践,41.70
Python参考手册 第4版 修订版,62.30
Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指,81.00
Python数据分析基础 零编程经验学会Python编程从入门到实践python3.0绝技,64.50
图解服务器端网络架构 编程 计算机书籍 python爬虫 游戏开发 局域网组建 网站开发,72.80
现货正版 Python地理数据处理 python数据分析实战教程 NumPy和SciPy地,76.16
正版 Python网络爬虫从入门到实践 python数据抓取技术教程书籍,46.00
PYTHON高性能编程 python基础教程 python核心编程从入门到精通 pytho,73.44
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础,102.00
Python机器学习实践指南 python语言编程教程书籍 python机器学习入门教程,74.80
Python Linux系统管理与自动化运维 赖明星 机械工业出版社 9787111578,75.70
零起点Python机器学习快速入门 何海群 计算机与互联网 书籍,43.70
包邮 Python 3.5从零开始学  Python基础教程 Python 入门书 网络,44.50
现货 用Python写网络爬虫+Python Web开发实战,115.80
Python数据科学入门 python数据挖掘技术教程书籍,35.00
包邮 跟老齐学Python：Django实战 +轻松入门 2本 Django开发实战教程,95.60
Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指,65.80
利用Python进行数据分析,64.10
Python可以这样学,49.70
Python参考手册 第4版 修订版 [美]大卫 M.比兹利(David M.Beazle,56.10
包邮 Python核心编程(第3版)+Python面向对象编程指南  2本,131.50
正版包邮 数据科学实战手册 R+Python,38.00
Python游戏编程入门,36.80
包邮 深度学习+深入浅出深度学习:原理剖析与Python实践 机器学习算法,182.00
【Python书籍】零起点Python足彩大数据与机器学习实盘分析 何海群 Python,82.20
Python*技(运用Python成为**黑客)/安全技术大系,64.80
正版包邮 精通Python自然语言处理,38.00
PYTHON程序设计开发宝典 董付国 清华大学出版社9787302472100 正版书籍2,66.40
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手之,65.40
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,64.50
Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍,64.50
Python算法教程 python语言编程入门书籍 Python程序设计教材Python基,69.36
Python 3.5从零开始学,41.30
包邮 零起点python足彩大数据与机器学习实盘分析 人工智能算法 大数据分析书,73.50
PYTHON爬虫开发与项目实战 9787111563877 范传辉,51.40
Python学习从入门到实践 python基础教程书籍 核心编程 网络爬虫,34.50
Python高效开发实战+Python Web开发实战+Flask Web开发-基于Pyt,189.00
零起点 Python 机器学习快速入门 计算机与互联网 书箱|5540400,43.10
正版 Python 数据分析 python模块数据分析 编程教程教材 pandas入门书籍,62.40
现货包邮 python语言网络数据采集+Python网络编程攻略+Python绝技共3本,137.00
Python机器学习实践 测试驱动的开发方法 计算机与互联网 书籍,44.30
精通Python设计模式,31.50
Python高性能编程 [美] Micha Gorelick 戈雷利克 Ian Ozsva,73.50
包邮 Python地理数据处理+Python地理空间分析指南 第2版,118.00
Python核心编程（第2版）,67.00
Python Cookbook 第三版 中文版 第3版 David Beazley著 零基,79.90
计算机编程导论 Python程序设计  赵家刚狄光智吕丹桔编 计算机与互联网 书籍,36.30
Python编程入门 全3册 Python编程从入门到实践 零基础入门学习Python P,209.20
Python核心编程 第3版 英文版,69.30
Python参考手册（第4版·修订版）python学习手册核心编程,64.00
PYTHON数据抓取技术与实战 潘庆和  计算机开发,45.00
"图像处理与脉冲耦合神经网络：基于Python的实现(第3版) [美] 托马斯·林德布拉德,",68.60
人民邮电：Python设计模式 (第2版)本书适合那些关注软件设计原则，并想将you秀的设,39.78
Python数据科学指南 印度 Gopi Subramanian 萨伯拉曼尼安 人民邮电出,67.20
Python高性能编程 python编程教程书籍 python核心编程 python编程,82.96
机械工业：Python爬虫开发与项目实战,81.65
零基础学Python 编程从入门到实践 python绝技核心编程基础教程 网络爬虫入门书籍,85.00
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门教,55.10
Python机器学习 计算机/机器学习/Python/程序设计书籍,65.60
Python基础教程(第2版 修订版) 9787115353528,53.70
Python即学即用,39.50
TensorFlow实战+NLP汉语自然语言处理原理与实践+Python大战机器学习 3册,179.00
流畅的Python,118.20
Python网络编程攻略 程序设计教程 计算机书籍,36.00
Python全栈开发实践入门 python书籍 Python Web Flask框架,53.60
计算机科学丛书：Python计算与编程实践·多媒体方法（原书第2版）,56.90
Python基础教程(第2版 修订版) (挪)海特兰德 人民邮电出版社,59.80
Python爬虫开发与项目实战 零基础学习爬虫技术 Python编程入门书籍,59.00
流畅的Python,90.00
Python与机器学习实战+深入浅出深度学习 原理剖析与Python实践书籍,109.50
流畅的Python,97.30
Python高手之路(第3版) 计算机与互联网 书籍,40.10
像计算机科学家一样思考Python（第2版）,37.00
漏洞战争：软件漏洞分析精要+Python绝技:运用Python成为黑客 2本,147.00
爱上Python 一日精通Python编程 [新加坡]Jamie Chan,31.80
预测分析：Python语言实现 计算机与互联网 书箱|6265538,38.40
Python开发向导/云计算工程师系列,40.80
零基础学Python 编程从入门到实践 python绝技核心编程基础教程 网络爬虫入门书籍,86.00
Python高手之路第3版 python进阶书籍自学辅导教材 人民邮电出版社,53.04
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,81.00
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,82.00
正版包邮 零起点Python足彩大数据与机器学习实盘分析,63.00
机械工业：|现货Python爬虫开发与项目实战 Python编程入门教程/数据采集教程/爬,73.06
面向ArcGIS的Python脚本编程 ArcGIS for Desktop专业用户Pyt,47.50
Python机器学习算法,53.80
轻松学编程 中学生可以这样学Python+小学生C++趣味编程+轻松玩转Scratch 套装共4册,134.40
"Python语言程序设计    Y.Daniel Liang (美)梁勇,李娜 97871",51.40
Python网络编程(第3版) 计算机与互联网 书籍,64.80
6a全新正版 利用Python进行数据分析 计算机书籍 Python实用指南书籍 Pyth,93.34
包邮 树莓派Python编程入门与实战（第2版）Python编程基础教程书籍 树莓派Py,54.60
京东快递 Python核心编程 第3版 9787115414779,64.40
包邮 Metasploit渗透测试指南（修订版）+Python 黑帽子 黑客与渗透测试,98.50
机器人Python极客编程入门与实战,52.00
Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指,65.80
Python机器学习实践指南 程序设计 python 书,69.00
预测分析 Python语言实现 计算机与互联网 书籍,44.20
现货 零起点Python机器学习快速入门 python语言编程书籍 python机器学习,47.00
Python编程基础与HTTP接口测试,31.90
Selenium 2自动化测试实战 基于Python语言 程序设计 计算机网络,42.50
PytPython程序设计教程+从Python开始学编程 Vamei python编程语言,87.50
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
python编程入门教程 教孩子编程的图书 父与子的编程之旅 与小卡特一起学Python,72.00
正版书籍 Python高性能编程 计算机类-软件开发,67.20
Selenium自动化测试 基于Python语言+Selenium自动化测试之道+Web接,172.00
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社 978711157,53.70
4925687|正版 Python程序设计 计算机科学系列 程序设计 计算机 书籍 商,75.00
正版书籍 Python程序设计;自动化技术;计算机技术;本科教材;,69.50
Python程序设计教程 林信良 清华大学出版社 9787302457862,50.20
Python数据挖掘入门与实践 [澳] Robert Layton 人民邮电出版社 978,50.20
从零开始学Python程序设计 计算机与互联网 书箱|7017939,59.30
机器学习实战 python基础教程指南 +机器学习 机,130.50
Python算法教程 计算机书籍Python程序设计,55.20
Python学习从入门到实践,47.50
Python核心编程（第3版）中文版+Python核心编程 第3版 英文版,148.50
Python大战机器学习 数据科学家的靠前个小目标,57.30
正版 python语言程序设计基础 第2版第二版 嵩天 礼欣 黄天羽 教育部大学计算机课程,31.20
机器人系统设计与制作：Python语言实现,41.00
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署 [美],30.90
"趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 97871153",50.20
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,69.00
Python数据科学导论,46.00
Python编程从入门到实践 python3.0基础教程 精通核心编程语言书籍 计算机程序,68.00
正版现货 Python数据挖掘：概念、方法与实践（梅甘·斯夸尔Megan Squire）,63.38
预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据转换成,63.24
正版包邮 Python数据可视化,44.00
Python极客项目编程 开发有趣的极客项目 掌握实用的Python编程技能 基本的Pyt,55.20
人工智能:Python实现(影印版),61.60
7册 Python大战机器学习+TensorFlow实战+Google深度学习框架+机器学,395.00
Python编程(第四版),118.80
机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程书籍,59.70
Python即学即用 张燕妮 机械工业出版社 9787111539896,42.50
正版书籍 Python自动化运维:技术与实践;自动化技术;计算机技术;计算机;,60.70
零起点Python机器学习快速入门/TopQuantCHRD前海智库,45.43
Python高效开发实战+Python Web开发实战+Flask Web开发-基于Pyt,189.80
包邮 Python参考手册（第4版修订版）+Python Web开发实战 2本,147.00
Python机器学习实践-测试驱动的开发方法,50.20
"Python项目开发实战 [美]Laura Cassell,Alan Gauld 高弘扬",47.80
Python核心编程第3版 python开发大全 python入门到精通书籍 python,79.20
Python语言程序设计中文版 计算机科学丛书 梁勇 机械工业社 以实例教 实践学 采用基,75.00
漏洞战争：软件漏洞分析精要 安全之路Web渗透技术及实战案例解析（第2版） Python,724.00
PYTHON高性能编程+流畅的Python  Python 学习入门到进阶 Python,174.40
包邮 Python全栈开发实践入门 python全栈开发教程书籍 python全栈开发工,53.00
Python金融实战 计算机与互联网 书籍,57.60
编写高质量代码 改善Python程序的91个建议 张颖 计算机与互联网 书籍,44.30
Python设计模式 第2版,23.00
包邮 Python参考手册（第4版修订版）+Python数据抓取技术与实战  2本,104.00
包邮MicroPython入门指南 邵子扬+创客玩智能控制电子制作,72.80
正版 流畅的Python 学习手册 python数据分析代码大全入门到精通教程书籍 Pyt,147.00
树莓派Python编程指南,43.66
父与子的编程之旅：与小卡特一起学Python 计算机 程序设计书籍Python,55.20
正版包邮 Python爬虫开发与项目实战,50.00
Python地理空间分析指南(第2版) 计算机与互联网 书籍,57.70
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,116.73
Python数据分析实战 python语言教程书籍 利用Python进行数据分析 pyt,91.00
Python 金融大数据分析 计算机书籍 程序设计 网络书籍金融分析 金融应用开发领域从业,89.10
Python极客项目编程 Python学习教材书籍 人民邮电出版社 python项目编程,93.84
利用python进行数据分析 python数据分析教程 数据挖掘 数据分析图书 大数据 统,91.94
正版 Python Cookbook 第3版 Python 3 爬虫 数据分析 入门实战核,108.00
Python参考手册（第4版·修订版）python学习手册核心编程 python基础教程入,82.00
Python漫游指南(影印版) Kenneth Reit 东南大学出版社,59.80
Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指,81.00
Python数据分析基础 零编程经验学会Python编程从入门到实践python3.0绝技,64.50
图解服务器端网络架构 编程 计算机书籍 python爬虫 游戏开发 局域网组建 网站开发,72.80
现货正版 Python地理数据处理 python数据分析实战教程 NumPy和SciPy地,76.16
正版 Python网络爬虫从入门到实践 python数据抓取技术教程书籍,46.00
PYTHON高性能编程 python基础教程 python核心编程从入门到精通 pytho,73.44
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础,102.00
Python机器学习实践指南 python语言编程教程书籍 python机器学习入门教程,74.80
Python Linux系统管理与自动化运维 赖明星 机械工业出版社 9787111578,75.70
PYTHON程序设计开发宝典 董付国 清华大学出版社9787302472100 正版书籍2,66.40
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手之,65.40
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,64.50
Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍,64.50
Python算法教程 python语言编程入门书籍 Python程序设计教材Python基,69.36
PYTHON数据抓取技术与实战 潘庆和  计算机开发,45.00
"图像处理与脉冲耦合神经网络：基于Python的实现(第3版) [美] 托马斯·林德布拉德,",68.60
人民邮电：Python设计模式 (第2版)本书适合那些关注软件设计原则，并想将you秀的设,39.78
Python数据科学指南 印度 Gopi Subramanian 萨伯拉曼尼安 人民邮电出,67.20
Python高性能编程 python编程教程书籍 python核心编程 python编程,82.96
机械工业：Python爬虫开发与项目实战,81.65
零基础学Python 编程从入门到实践 python绝技核心编程基础教程 网络爬虫入门书籍,85.00
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门教,55.10
Python机器学习 计算机/机器学习/Python/程序设计书籍,65.60
零基础学Python 编程从入门到实践 python绝技核心编程基础教程 网络爬虫入门书籍,86.00
Python高手之路第3版 python进阶书籍自学辅导教材 人民邮电出版社,53.04
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,81.00
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,82.00
正版包邮 零起点Python足彩大数据与机器学习实盘分析,63.00
机械工业：|现货Python爬虫开发与项目实战 Python编程入门教程/数据采集教程/爬,73.06
面向ArcGIS的Python脚本编程 ArcGIS for Desktop专业用户Pyt,47.50
Python机器学习算法,53.80
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
python编程入门教程 教孩子编程的图书 父与子的编程之旅 与小卡特一起学Python,72.00
正版书籍 Python高性能编程 计算机类-软件开发,67.20
Selenium自动化测试 基于Python语言+Selenium自动化测试之道+Web接,172.00
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社 978711157,53.70
4925687|正版 Python程序设计 计算机科学系列 程序设计 计算机 书籍 商,75.00
正版书籍 Python程序设计;自动化技术;计算机技术;本科教材;,69.50
Python程序设计教程 林信良 清华大学出版社 9787302457862,50.20
Python数据挖掘入门与实践 [澳] Robert Layton 人民邮电出版社 978,50.20
"趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 97871153",50.20
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,69.00
Python数据科学导论,46.00
Python编程从入门到实践 python3.0基础教程 精通核心编程语言书籍 计算机程序,68.00
正版现货 Python数据挖掘：概念、方法与实践（梅甘·斯夸尔Megan Squire）,63.38
预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据转换成,63.24
正版包邮 Python数据可视化,44.00
机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程书籍,59.70
Python即学即用 张燕妮 机械工业出版社 9787111539896,42.50
正版书籍 Python自动化运维:技术与实践;自动化技术;计算机技术;计算机;,60.70
零起点Python机器学习快速入门/TopQuantCHRD前海智库,45.43
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,116.73
Python数据分析实战 python语言教程书籍 利用Python进行数据分析 pyt,91.00
Python 金融大数据分析 计算机书籍 程序设计 网络书籍金融分析 金融应用开发领域从业,89.10
Python极客项目编程 Python学习教材书籍 人民邮电出版社 python项目编程,93.84
利用python进行数据分析 python数据分析教程 数据挖掘 数据分析图书 大数据 统,91.94
正版 Python Cookbook 第3版 Python 3 爬虫 数据分析 入门实战核,108.00
Python参考手册（第4版·修订版）python学习手册核心编程 python基础教程入,82.00
Python漫游指南(影印版) Kenneth Reit 东南大学出版社,59.80
Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指,81.00
Python数据分析基础 零编程经验学会Python编程从入门到实践python3.0绝技,64.50
图解服务器端网络架构 编程 计算机书籍 python爬虫 游戏开发 局域网组建 网站开发,72.80
现货正版 Python地理数据处理 python数据分析实战教程 NumPy和SciPy地,76.16
正版 Python网络爬虫从入门到实践 python数据抓取技术教程书籍,46.00
PYTHON高性能编程 python基础教程 python核心编程从入门到精通 pytho,73.44
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础,102.00
Python机器学习实践指南 python语言编程教程书籍 python机器学习入门教程,74.80
Python Linux系统管理与自动化运维 赖明星 机械工业出版社 9787111578,75.70
PYTHON程序设计开发宝典 董付国 清华大学出版社9787302472100 正版书籍2,66.40
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手之,65.40
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,64.50
Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍,64.50
Python算法教程 python语言编程入门书籍 Python程序设计教材Python基,69.36
PYTHON数据抓取技术与实战 潘庆和  计算机开发,45.00
"图像处理与脉冲耦合神经网络：基于Python的实现(第3版) [美] 托马斯·林德布拉德,",68.60
人民邮电：Python设计模式 (第2版)本书适合那些关注软件设计原则，并想将you秀的设,39.78
Python数据科学指南 印度 Gopi Subramanian 萨伯拉曼尼安 人民邮电出,67.20
Python高性能编程 python编程教程书籍 python核心编程 python编程,82.96
机械工业：Python爬虫开发与项目实战,81.65
零基础学Python 编程从入门到实践 python绝技核心编程基础教程 网络爬虫入门书籍,85.00
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门教,55.10
Python机器学习 计算机/机器学习/Python/程序设计书籍,65.60
零基础学Python 编程从入门到实践 python绝技核心编程基础教程 网络爬虫入门书籍,86.00
Python高手之路第3版 python进阶书籍自学辅导教材 人民邮电出版社,53.04
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,81.00
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,82.00
正版包邮 零起点Python足彩大数据与机器学习实盘分析,63.00
机械工业：|现货Python爬虫开发与项目实战 Python编程入门教程/数据采集教程/爬,73.06
面向ArcGIS的Python脚本编程 ArcGIS for Desktop专业用户Pyt,47.50
Python机器学习算法,53.80
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
python编程入门教程 教孩子编程的图书 父与子的编程之旅 与小卡特一起学Python,72.00
正版书籍 Python高性能编程 计算机类-软件开发,67.20
Selenium自动化测试 基于Python语言+Selenium自动化测试之道+Web接,172.00
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社 978711157,53.70
4925687|正版 Python程序设计 计算机科学系列 程序设计 计算机 书籍 商,75.00
正版书籍 Python程序设计;自动化技术;计算机技术;本科教材;,69.50
Python程序设计教程 林信良 清华大学出版社 9787302457862,50.20
Python数据挖掘入门与实践 [澳] Robert Layton 人民邮电出版社 978,50.20
"趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 97871153",50.20
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,69.00
Python数据科学导论,46.00
Python编程从入门到实践 python3.0基础教程 精通核心编程语言书籍 计算机程序,68.00
正版现货 Python数据挖掘：概念、方法与实践（梅甘·斯夸尔Megan Squire）,63.38
预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据转换成,63.24
正版包邮 Python数据可视化,44.00
机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程书籍,59.70
Python即学即用 张燕妮 机械工业出版社 9787111539896,42.50
正版书籍 Python自动化运维:技术与实践;自动化技术;计算机技术;计算机;,60.70
零起点Python机器学习快速入门/TopQuantCHRD前海智库,45.43
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,116.73
Python数据分析实战 python语言教程书籍 利用Python进行数据分析 pyt,91.00
Python 金融大数据分析 计算机书籍 程序设计 网络书籍金融分析 金融应用开发领域从业,89.10
Python极客项目编程 Python学习教材书籍 人民邮电出版社 python项目编程,93.84
利用python进行数据分析 python数据分析教程 数据挖掘 数据分析图书 大数据 统,91.94
正版 Python Cookbook 第3版 Python 3 爬虫 数据分析 入门实战核,108.00
Python参考手册（第4版·修订版）python学习手册核心编程 python基础教程入,82.00
Python漫游指南(影印版) Kenneth Reit 东南大学出版社,59.80
Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指,81.00
Python数据分析基础 零编程经验学会Python编程从入门到实践python3.0绝技,64.50
图解服务器端网络架构 编程 计算机书籍 python爬虫 游戏开发 局域网组建 网站开发,72.80
现货正版 Python地理数据处理 python数据分析实战教程 NumPy和SciPy地,76.16
正版 Python网络爬虫从入门到实践 python数据抓取技术教程书籍,46.00
PYTHON高性能编程 python基础教程 python核心编程从入门到精通 pytho,73.44
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础,102.00
Python机器学习实践指南 python语言编程教程书籍 python机器学习入门教程,74.80
Python Linux系统管理与自动化运维 赖明星 机械工业出版社 9787111578,75.70
PYTHON程序设计开发宝典 董付国 清华大学出版社9787302472100 正版书籍2,66.40
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手之,65.40
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,64.50
Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍,64.50
Python算法教程 python语言编程入门书籍 Python程序设计教材Python基,69.36
PYTHON数据抓取技术与实战 潘庆和  计算机开发,45.00
"图像处理与脉冲耦合神经网络：基于Python的实现(第3版) [美] 托马斯·林德布拉德,",68.60
人民邮电：Python设计模式 (第2版)本书适合那些关注软件设计原则，并想将you秀的设,39.78
Python数据科学指南 印度 Gopi Subramanian 萨伯拉曼尼安 人民邮电出,67.20
Python高性能编程 python编程教程书籍 python核心编程 python编程,82.96
机械工业：Python爬虫开发与项目实战,81.65
零基础学Python 编程从入门到实践 python绝技核心编程基础教程 网络爬虫入门书籍,85.00
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
python编程入门教程 教孩子编程的图书 父与子的编程之旅 与小卡特一起学Python,72.00
正版书籍 Python高性能编程 计算机类-软件开发,67.20
Selenium自动化测试 基于Python语言+Selenium自动化测试之道+Web接,172.00
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社 978711157,53.70
4925687|正版 Python程序设计 计算机科学系列 程序设计 计算机 书籍 商,75.00
正版书籍 Python程序设计;自动化技术;计算机技术;本科教材;,69.50
Python程序设计教程 林信良 清华大学出版社 9787302457862,50.20
Python数据挖掘入门与实践 [澳] Robert Layton 人民邮电出版社 978,50.20
"趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 97871153",50.20
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,69.00
Python数据科学导论,46.00
Python编程从入门到实践 python3.0基础教程 精通核心编程语言书籍 计算机程序,68.00
正版现货 Python数据挖掘：概念、方法与实践（梅甘·斯夸尔Megan Squire）,63.38
预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据转换成,63.24
正版包邮 Python数据可视化,44.00
机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程书籍,59.70
Python即学即用 张燕妮 机械工业出版社 9787111539896,42.50
正版书籍 Python自动化运维:技术与实践;自动化技术;计算机技术;计算机;,60.70
零起点Python机器学习快速入门/TopQuantCHRD前海智库,45.43
OpenCV 3计算机视觉：Python语言实现(原书第2版) [爱尔兰] 乔·米尼奇诺(,41.70
正版书籍 Python机器学习 预测分析核心算法 计算机类-软件开发,58.70
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,55.00
正版现货  面向ArcGIS的Python脚本编程,37.70
京东配送 Python程序设计入门到实战 9787302455967,57.30
京东配送 Python可以这样学 9787302456469,57.30
【】Python数据分析基础,40.00
Python科学计算基础教程 python核心基础编程数据分析书籍从入门到精通 Pytho,56.00
5828730|Python数据科学实践指南 python数据挖掘技术教程/pytho,56.00
"Python入门经典 [美]Katie Cunningham,李军,李强 人民邮电出版社",34.30
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,116.73
Python数据分析实战 python语言教程书籍 利用Python进行数据分析 pyt,91.00
Python 金融大数据分析 计算机书籍 程序设计 网络书籍金融分析 金融应用开发领域从业,89.10
Python极客项目编程 Python学习教材书籍 人民邮电出版社 python项目编程,93.84
